case_id,simulation_id,sample_index,input_sha256,policy_transition,baseline_T_COST,case_T_COST,delta_T_COST,baseline_worst_total_shortage,case_worst_total_shortage,delta_worst_total_shortage,baseline_worst_shortage_penalty,case_worst_shortage_penalty,delta_worst_shortage_penalty,baseline_normalized_shortage_value,case_normalized_shortage_value,delta_normalized_shortage_value,baseline_budget_usage,case_budget_usage,delta_budget_usage,baseline_Q_Water,case_Q_Water,delta_Q_Water,baseline_F_Water,case_F_Water,delta_F_Water,baseline_R_Water,case_R_Water,baseline_worst_shortage_Water,case_worst_shortage_Water,delta_worst_shortage_Water,baseline_weighted_shortage_loss_Water,case_weighted_shortage_loss_Water,delta_weighted_shortage_loss_Water,baseline_C_Q_Water,case_C_Q_Water,delta_C_Q_Water,baseline_C_F_Water,case_C_F_Water,delta_C_F_Water,baseline_C_R_Water,case_C_R_Water,delta_C_R_Water,baseline_Q_Vaccine,case_Q_Vaccine,delta_Q_Vaccine,baseline_F_Vaccine,case_F_Vaccine,delta_F_Vaccine,baseline_R_Vaccine,case_R_Vaccine,baseline_worst_shortage_Vaccine,case_worst_shortage_Vaccine,delta_worst_shortage_Vaccine,baseline_weighted_shortage_loss_Vaccine,case_weighted_shortage_loss_Vaccine,delta_weighted_shortage_loss_Vaccine,baseline_C_Q_Vaccine,case_C_Q_Vaccine,delta_C_Q_Vaccine,baseline_C_F_Vaccine,case_C_F_Vaccine,delta_C_F_Vaccine,baseline_C_R_Vaccine,case_C_R_Vaccine,delta_C_R_Vaccine,baseline_Q_Crackers,case_Q_Crackers,delta_Q_Crackers,baseline_F_Crackers,case_F_Crackers,delta_F_Crackers,baseline_R_Crackers,case_R_Crackers,baseline_worst_shortage_Crackers,case_worst_shortage_Crackers,delta_worst_shortage_Crackers,baseline_weighted_shortage_loss_Crackers,case_weighted_shortage_loss_Crackers,delta_weighted_shortage_loss_Crackers,baseline_C_Q_Crackers,case_C_Q_Crackers,delta_C_Q_Crackers,baseline_C_F_Crackers,case_C_F_Crackers,delta_C_F_Crackers,baseline_C_R_Crackers,case_C_R_Crackers,delta_C_R_Crackers,row_sha256
E2D_LAMBDA_VACCINE,LA-0086,86,78b0e42b8034387220c039146144af1d18e990c3c80dfbf66557f8829ab7c942,P1->P1,1230630272.5222373,1475292808.308467,244662535.7862296,1871224378.5331059,1881157114.3821623,9932735.849056482,1211492366.6667988,1456154902.4530284,244662535.7862296,302873091.6666997,364038725.6132571,61165633.9465574,1.0,1.0,0.0,17253147.025850445,0.0,-17253147.025850445,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,11174863.328643335,0.0,-11174863.328643335,0.0,0.0,0.0,0.0,0.0,0.0,552375.3140118717,1327546.188640294,775170.8746284222,0.0,0.0,0.0,NONE,NONE,9224378.533105755,8757114.382162359,-467264.1509433966,513465806.6667988,731184022.4530283,217718215.78622955,7963042.526795142,19137905.85543848,11174863.328643337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03caca025ee517b7eb344b4dcd728f5861e53e261df9c90947b6655dc23eca41
E2D_LAMBDA_CRACKERS,LA-0086,86,78b0e42b8034387220c039146144af1d18e990c3c80dfbf66557f8829ab7c942,P1->P4,1230630272.5222373,1558467925.0362628,327837652.51402545,1871224378.5331059,1763423162.7811773,-107801215.75192857,1211492366.6667988,1539330019.1808243,327837652.51402545,302873091.6666997,384832504.79520607,81959413.12850636,1.0,1.0,0.0,17253147.025850445,0.0,-17253147.025850445,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,11174863.328643335,0.0,-11174863.328643335,0.0,0.0,0.0,0.0,0.0,0.0,552375.3140118717,0.0,-552375.3140118717,0.0,0.0,0.0,NONE,NONE,9224378.533105755,9557344.06438629,332965.53128053434,513465806.6667988,531999999.99999845,18534193.33319968,7963042.526795142,0.0,-7963042.526795142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139303188.7517906,139303188.7517906,NONE,R2,1862000000.0,1743465818.716791,-118534181.28320909,698026560.0,980385699.1808257,282359139.1808257,0.0,0.0,0.0,0.0,5585084.4374334235,5585084.4374334235,0.0,4268662.116657044,4268662.116657044,9e7094e02e018dcb75ab90c9baf987bf5f0b323c225a341fadf291711f95370e
E2D_LAMBDA_WATER,LA-0087,87,55ad7ba1be0ec7f17db04c0250b5e74afc2587d0ed02a266c8c1a09988b0a9d9,P4->P4,1169562345.129831,1169562345.1298308,-2.384185791015625e-07,1597742553.3964233,1659217073.242774,61474519.84635067,1150424439.2743926,1150424439.2743924,-2.384185791015625e-07,287606109.81859815,287606109.8185981,-5.960464477539063e-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21811245.79283136,21811245.79283136,NONE,R0,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,1086929.035915415,1086929.035915415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596065255.50164,445327484.4814002,-150737771.02023977,R0,R0,1577785209.332037,1649659729.1783876,71874519.84635067,591480119.274394,618424439.2743939,26944319.99999988,0.0,0.0,0.0,4298064.308102852,3211135.272187437,-1086929.0359154148,0.0,0.0,0.0,5a3e64f366e39e04fe7c14be696f10e4d61a0198e96c5050999cb58768b22120
E2D_LAMBDA_VACCINE,LA-0087,87,55ad7ba1be0ec7f17db04c0250b5e74afc2587d0ed02a266c8c1a09988b0a9d9,P4->P4,1169562345.129831,1382289124.7670274,212726779.6371963,1597742553.3964233,1880043244.4537654,282300691.05734205,1150424439.2743926,1363151218.911589,212726779.6371963,287606109.81859815,340787804.7278972,53181694.909299076,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4014317.0268477798,4014317.0268477798,NONE,R0,9557344.06438629,7643244.453765314,-1914099.6106209755,531999999.99999845,638180338.9115888,106180338.91159034,0.0,0.0,0.0,0.0,4298064.308102853,4298064.308102853,0.0,0.0,0.0,0.0,0.0,0.0,596065255.50164,0.0,-596065255.50164,R0,NONE,1577785209.332037,1862000000.0,284214790.667963,591480119.274394,698026560.0,106546440.72560596,0.0,0.0,0.0,4298064.308102852,0.0,-4298064.308102852,0.0,0.0,0.0,ce269abfacc5ffef81a48577a9fb201d1b97b15bea16b7a856215bf24e4741db
E2D_LAMBDA_CRACKERS,LA-0087,87,55ad7ba1be0ec7f17db04c0250b5e74afc2587d0ed02a266c8c1a09988b0a9d9,P4->P4,1169562345.129831,1465302404.7670279,295740059.6371968,1597742553.3964233,1597742553.3964233,0.0,1150424439.2743926,1446164498.9115894,295740059.6371968,287606109.81859815,361541124.72789735,73935014.9092992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596065255.50164,596065255.50164,0.0,R0,R0,1577785209.332037,1577785209.332037,0.0,591480119.274394,887220178.9115909,295740059.6371969,0.0,0.0,0.0,4298064.308102852,4298064.308102852,0.0,0.0,0.0,0.0,167fda9cdbc254acf277e0bf04a639072d4316af847071fb1192d06709a53567
E2D_LAMBDA_WATER,LA-0088,88,6d7390404bbf6e027e4d60b1dba12f8ec171920f5a2a619ec2b42e63393c1006,P4->P4,1215412965.8730557,1215412965.8730557,0.0,1781524533.6120253,1781524533.6120253,0.0,1196275060.0176172,1196275060.0176172,0.0,299068765.0044043,299068765.0044043,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13846608.988903996,13846608.988903996,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701376.186224621,2701376.186224621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119870107.93326476,119870107.93326476,0.0,R0,R0,1771967189.547639,1771967189.547639,0.0,664275060.0176189,664275060.0176189,0.0,0.0,0.0,0.0,3383848.555159868,3383848.555159868,0.0,0.0,0.0,0.0,c8cec443ba96e5e83772de3ed97e84b33f48a9d7168ca68c37c9f0ccb41f004f
E2D_LAMBDA_VACCINE,LA-0088,88,6d7390404bbf6e027e4d60b1dba12f8ec171920f5a2a619ec2b42e63393c1006,P4->P4,1215412965.8730557,1451065055.8818645,235652090.00880885,1781524533.6120253,1880866947.758293,99342414.14626765,1196275060.0176172,1431927150.026426,235652090.00880885,299068765.0044043,357981787.5066065,58913022.50220221,1.0,1.0,0.0,0.0,0.0,0.0,13846608.988903996,0.0,-13846608.988903996,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,2701376.186224621,0.0,-2701376.186224621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451758.778213473,1451758.778213473,NONE,R0,9557344.06438629,8466947.758292923,-1090396.3060933668,531999999.99999845,706956270.026426,174956270.0264275,0.0,0.0,0.0,0.0,6085224.741384489,6085224.741384489,0.0,0.0,0.0,0.0,0.0,0.0,119870107.93326476,0.0,-119870107.93326476,R0,NONE,1771967189.547639,1862000000.0,90032810.4523611,664275060.0176189,698026560.0,33751499.982381105,0.0,0.0,0.0,3383848.555159868,0.0,-3383848.555159868,0.0,0.0,0.0,07ed354ad53f336f041e8b190ff7759a8ef2eb9da9956ef527a9f8a66707fdc7
E2D_LAMBDA_CRACKERS,LA-0088,88,6d7390404bbf6e027e4d60b1dba12f8ec171920f5a2a619ec2b42e63393c1006,P4->P4,1215412965.8730557,1534078335.881865,318665370.0088093,1781524533.6120253,1720050013.7656744,-61474519.84635091,1196275060.0176172,1514940430.0264266,318665370.0088093,299068765.0044043,378735107.50660664,79666342.50220233,1.0,1.0,0.0,0.0,0.0,0.0,13846608.988903996,0.0,-13846608.988903996,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,2701376.186224621,0.0,-2701376.186224621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119870107.93326476,215564182.21957633,95694074.28631157,R0,R0,1771967189.547639,1700092669.701288,-71874519.84635091,664275060.0176189,955996110.0264281,291721050.0088092,0.0,0.0,0.0,3383848.555159868,6085224.741384489,2701376.1862246213,0.0,0.0,0.0,fa2074a5b29a5ee010f38f497aa65aa160d6757fc5320934686248eb1b16506f
E2D_LAMBDA_WATER,LA-0089,89,1d40bca4e9cab04e8c9d5b356b62d85bc42550f2568eb9649d88c04022d92728,P4->P4,1222116437.0981648,1222116437.0981646,-2.384185791015625e-07,1880987375.166045,1871071428.054806,-9915947.111238956,1202978531.2427263,1202978531.242726,-2.384185791015625e-07,300744632.8106816,300744632.8106815,-5.960464477539063e-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12274358.433224143,12274358.433224143,NONE,R1,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,3415755.8899827423,3415755.8899827423,0.0,260913.82893646078,260913.82893646078,0.0,0.0,0.0,1144783.2622424169,573491.0836566682,-571292.1785857487,R1,R1,8587375.166044952,9071428.054806089,484052.8887611367,478007651.24272627,504951971.24272615,26944319.99999988,0.0,0.0,0.0,6844659.033208299,3428903.143225557,-3415755.8899827423,522831.9158743906,261918.0869379298,-260913.82893646078,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b1946226ff0c1f1a21f10a9b164706a965d37dfbad934745b7b57176297b2379
E2D_LAMBDA_VACCINE,LA-0089,89,1d40bca4e9cab04e8c9d5b356b62d85bc42550f2568eb9649d88c04022d92728,P4->P4,1222116437.0981648,1461120262.7195277,239003825.62136292,1880987375.166045,1880987375.166045,0.0,1202978531.2427263,1441982356.8640893,239003825.62136292,300744632.8106816,360495589.2160223,59750956.40534073,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144783.2622424169,1144783.2622424169,0.0,R1,R1,8587375.166044952,8587375.16604495,-1.862645149230957e-09,478007651.24272627,717011476.8640893,239003825.62136298,0.0,0.0,0.0,6844659.033208299,6844659.033208299,0.0,522831.9158743906,522831.9158743906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605b85a68baebd85ed8953cdf86d300767e2145a2afaa9e264a27a1294684860
E2D_LAMBDA_CRACKERS,LA-0089,89,1d40bca4e9cab04e8c9d5b356b62d85bc42550f2568eb9649d88c04022d92728,P4->P4,1222116437.0981648,1544133542.7195284,322017105.62136364,1880987375.166045,1737931659.1591573,-143055716.00688767,1202978531.2427263,1524995636.86409,322017105.62136364,300744632.8106816,381248909.2160225,80504276.40534091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144783.2622424169,0.0,-1144783.2622424169,R1,NONE,8587375.166044952,9557344.06438629,969968.8983413372,478007651.24272627,531999999.99999845,53992348.757272184,0.0,0.0,0.0,6844659.033208299,0.0,-6844659.033208299,522831.9158743906,0.0,-522831.9158743906,0.0,0.0,0.0,0.0,169982969.24205586,169982969.24205586,NONE,R1,1862000000.0,1717974315.094771,-144025684.9052291,698026560.0,966051316.8640915,268024756.86409152,0.0,0.0,0.0,0.0,6844659.0332083,6844659.0332083,0.0,522831.9158743907,522831.9158743907,20a6c88d980caf398eb7586654f55ae827103c86ee1e54b2f9b5b051407f4177
E2D_LAMBDA_WATER,LA-0090,90,ad39719dc60273e05438709eaa87ce655222480fabaa49761b962d3505a2dd08,P4->P4,1181656322.408014,1181656322.408014,0.0,1691478002.8153925,1691478002.8153925,0.0,1162518416.5525756,1162518416.5525756,0.0,290629604.1381439,290629604.1381439,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.0,20219045.535955172,20219045.535955172,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971499.020161133,971499.020161133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350099269.3075209,350099269.3075209,0.0,R0,R0,1681920658.7510061,1681920658.7510061,0.0,630518416.5525771,630518416.5525771,0.0,0.0,0.0,0.0,2434060.136313274,2434060.136313274,0.0,0.0,0.0,0.0,acc77263d74d54ea4b1b387431ddf374a500f666ffb35cf968143c64c31b11f4
E2D_LAMBDA_VACCINE,LA-0090,90,ad39719dc60273e05438709eaa87ce655222480fabaa49761b962d3505a2dd08,P4->P4,1181656322.408014,1400430090.684302,218773768.27628803,1691478002.8153925,1880260511.938642,188782509.12324953,1162518416.5525756,1381292184.8288636,218773768.27628803,290629604.1381439,345323046.2072159,54693442.06907201,0.9999999999999998,1.0,2.220446049250313e-16,0.0,0.0,0.0,20219045.535955172,0.0,-20219045.535955172,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,971499.020161133,0.0,-971499.020161133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3298877.5016627647,3298877.5016627647,NONE,R0,9557344.06438629,7860511.938642131,-1696832.1257441584,531999999.99999845,656321304.8288635,124321304.82886505,0.0,0.0,0.0,0.0,3405559.1564744078,3405559.1564744078,0.0,0.0,0.0,0.0,0.0,0.0,350099269.3075209,0.0,-350099269.3075209,R0,NONE,1681920658.7510061,1862000000.0,180079341.24899387,630518416.5525771,698026560.0,67508143.44742286,0.0,0.0,0.0,2434060.136313274,0.0,-2434060.136313274,0.0,0.0,0.0,af3294b92e3f211f1557b6156bd437d5054c05160c36fb39f3a9a83992c53386
E2D_LAMBDA_CRACKERS,LA-0090,90,ad39719dc60273e05438709eaa87ce655222480fabaa49761b962d3505a2dd08,P4->P4,1181656322.408014,1483443370.6843026,301787048.2762885,1691478002.8153925,1630003482.9690416,-61474519.84635091,1162518416.5525756,1464305464.828864,301787048.2762885,290629604.1381439,366076366.207216,75446762.06907213,0.9999999999999998,1.0,2.220446049250313e-16,0.0,0.0,0.0,20219045.535955172,0.0,-20219045.535955172,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,971499.020161133,0.0,-971499.020161133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350099269.3075209,489833326.0044712,139734056.69695026,R0,R0,1681920658.7510061,1610046138.9046552,-71874519.84635091,630518416.5525771,905361144.8288656,274842728.2762885,0.0,0.0,0.0,2434060.136313274,3405559.156474408,971499.0201611342,0.0,0.0,0.0,40d41e53ce414623b8110f980a23f06d111dea696a8641f239adde0a182a8eea
E2D_LAMBDA_WATER,LA-0091,91,b27c1077c290d99c969c87b18ee48fb6ce999c0739c08490b5959806588066bd,P4->P4,1212711220.9320726,1212711220.9320724,-2.384185791015625e-07,1712843054.36271,1774317574.209061,61474519.84635091,1193573315.0766342,1193573315.076634,-2.384185791015625e-07,298393328.76915854,298393328.7691585,-5.960464477539063e-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26179286.725218832,26179286.725218832,NONE,R0,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,0.0,0.0,0.0,0.0,3724471.6961429063,3724471.6961429063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425701103.7915296,244775751.55162096,-180925352.23990864,R0,R0,1692885710.2983236,1764760230.1446745,71874519.84635091,634628995.0766356,661573315.0766356,26944320.0,0.0,0.0,0.0,8763347.383101638,5038875.686958732,-3724471.6961429063,0.0,0.0,0.0,75e46deb0802bd397a9c085a5f20d804c5e712283f0606df8bec01c7d1bab724
E2D_LAMBDA_VACCINE,LA-0091,91,b27c1077c290d99c969c87b18ee48fb6ce999c0739c08490b5959806588066bd,P4->P4,1212711220.9320726,1447012438.4703896,234301217.53831697,1712843054.36271,1880818411.092926,167975356.73021603,1193573315.0766342,1427874532.6149511,234301217.53831697,298393328.76915854,356968633.1537378,58575304.38457924,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866966.617371526,2866966.617371526,NONE,R0,9557344.06438629,8418411.09292602,-1138932.9714602698,531999999.99999845,702903652.614951,170903652.61495256,0.0,0.0,0.0,0.0,8763347.38310164,8763347.38310164,0.0,0.0,0.0,0.0,0.0,0.0,425701103.7915296,0.0,-425701103.7915296,R0,NONE,1692885710.2983236,1862000000.0,169114289.70167637,634628995.0766356,698026560.0,63397564.9233644,0.0,0.0,0.0,8763347.383101638,0.0,-8763347.383101638,0.0,0.0,0.0,60a73561fed0b1855248fac3c51ec325510c6c7edd2de6614177d07ff829b1af
E2D_LAMBDA_CRACKERS,LA-0091,91,b27c1077c290d99c969c87b18ee48fb6ce999c0739c08490b5959806588066bd,P4->P4,1212711220.9320726,1530025718.4703903,317314497.5383177,1712843054.36271,1712843054.36271,0.0,1193573315.0766342,1510887812.6149518,317314497.5383177,298393328.76915854,377721953.15373796,79328624.38457942,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425701103.7915296,425701103.7915296,0.0,R0,R0,1692885710.2983236,1692885710.2983236,0.0,634628995.0766356,951943492.6149533,317314497.5383177,0.0,0.0,0.0,8763347.383101638,8763347.383101638,0.0,0.0,0.0,0.0,f002b4f15d228b64a9e9146445d73af13fd144fe7ddc21a64f5d925ccaf95287
E2D_LAMBDA_WATER,LA-0092,92,ad66cde18674d3c6319f6333c0a0747db37265ec8b615f5104037c0758ed9f3f,P1->P1,1227649169.5463824,1227649169.5463824,0.0,1871170823.2195125,1871170823.2195125,0.0,1208511263.690944,1208511263.690944,0.0,302127815.922736,302127815.922736,0.0,1.0,1.0,0.0,16170910.041168481,16170910.041168481,0.0,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,0.0,0.0,10473898.433664827,10473898.433664827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600999.4049510026,600999.4049510026,0.0,0.0,0.0,0.0,NONE,NONE,9170823.219512504,9170823.219512504,0.0,510484703.690944,510484703.690944,0.0,8664007.421773653,8664007.421773653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c26b068176092defbcaff88bc3bd76e61b253429dcb7429b1bd53e7ecd32572e
E2D_LAMBDA_VACCINE,LA-0092,92,ad66cde18674d3c6319f6333c0a0747db37265ec8b615f5104037c0758ed9f3f,P1->P1,1227649169.5463824,1470821153.8446848,243171984.2983024,1871170823.2195125,1881103559.0685692,9932735.84905672,1208511263.690944,1451683247.9892464,243171984.2983024,302127815.922736,362920811.9973116,60792996.0745756,1.0,1.0,0.0,16170910.041168481,0.0,-16170910.041168481,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,10473898.433664827,0.0,-10473898.433664827,0.0,0.0,0.0,0.0,0.0,0.0,600999.4049510026,1327546.188640294,726546.7836892913,0.0,0.0,0.0,NONE,NONE,9170823.219512504,8703559.068569107,-467264.1509433966,510484703.690944,726712367.9892462,216227664.29830223,8664007.421773653,19137905.85543848,10473898.433664825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b0b0cad366cea6ed8a9f1016f82059087237135b83df08f5f0b5632783fcb7d0
E2D_LAMBDA_CRACKERS,LA-0092,92,ad66cde18674d3c6319f6333c0a0747db37265ec8b615f5104037c0758ed9f3f,P1->P1,1227649169.5463824,1558657977.5570543,331008808.01067185,1871170823.2195125,1763761142.0826275,-107409681.13688493,1208511263.690944,1539520071.7016158,331008808.01067185,302127815.922736,384880017.92540395,82752202.00266796,1.0,1.0,0.0,16170910.041168481,0.0,-16170910.041168481,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,10473898.433664827,0.0,-10473898.433664827,0.0,0.0,0.0,0.0,0.0,0.0,600999.4049510026,0.0,-600999.4049510026,0.0,0.0,0.0,NONE,NONE,9170823.219512504,9557344.06438629,386520.844873786,510484703.690944,531999999.99999845,21515296.309054434,8664007.421773653,0.0,-8664007.421773653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,NONE,NONE,1862000000.0,1743803798.0182412,-118196201.98175883,698026560.0,980575751.7016172,282549191.70161724,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,3a1735cd012d5663842eb1f7e0966650714f4ab1651db9888d3596ed507484cc
E2D_LAMBDA_WATER,LA-0093,93,cd231b2c22006fa7da74ec6c380af80fd01b240b9e4feb8d86623aa441352f7c,P4->P4,1232189904.606097,1232189904.606097,0.0,1862028640.493472,1826277357.8038766,-35751282.68959546,1213051998.7506585,1213051998.7506585,0.0,303262999.6876646,303262999.6876646,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19995243.339331232,19995243.339331232,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4324469.0844758665,4324469.0844758665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466055.43423064245,0.0,-466055.43423064245,R0,NONE,9314937.586318351,9557344.06438629,242406.47806793824,518506685.8048247,531999999.99999845,13493314.19517374,0.0,0.0,0.0,2165629.716546866,0.0,-2165629.716546866,0.0,0.0,0.0,0.0,0.0,0.0,17854016.35507532,87056186.89235255,69202170.53727724,R0,R0,1852713702.9071538,1816720013.7394903,-35993689.167663574,694545312.9458338,681051998.7506601,-13493314.19517374,0.0,0.0,0.0,558727.9716528117,2724357.6881996784,2165629.7165468666,0.0,0.0,0.0,bb69460231e09a981515259292a8f9796c1835a7a3c82669fd1c6a6fe50e0c59
