simulation_id,sample_index,input_sha256,BETA2_policy_label,BETA2_T_COST,BETA2_worst_total_shortage,BETA2_worst_shortage_penalty,BETA2_normalized_shortage_value,BETA2_budget_usage,BETA2_worst_scenario,BETA2_C_Q,BETA2_C_F,BETA2_C_R,BETA2_Q_Water,BETA2_F_Water,BETA2_R_Water,BETA2_worst_shortage_Water,BETA2_weighted_shortage_loss_Water,BETA2_Q_Vaccine,BETA2_F_Vaccine,BETA2_R_Vaccine,BETA2_worst_shortage_Vaccine,BETA2_weighted_shortage_loss_Vaccine,BETA2_Q_Crackers,BETA2_F_Crackers,BETA2_R_Crackers,BETA2_worst_shortage_Crackers,BETA2_weighted_shortage_loss_Crackers,BETA4_policy_label,BETA4_T_COST,BETA4_worst_total_shortage,BETA4_worst_shortage_penalty,BETA4_normalized_shortage_value,BETA4_budget_usage,BETA4_worst_scenario,BETA4_C_Q,BETA4_C_F,BETA4_C_R,BETA4_Q_Water,BETA4_F_Water,BETA4_R_Water,BETA4_worst_shortage_Water,BETA4_weighted_shortage_loss_Water,BETA4_Q_Vaccine,BETA4_F_Vaccine,BETA4_R_Vaccine,BETA4_worst_shortage_Vaccine,BETA4_weighted_shortage_loss_Vaccine,BETA4_Q_Crackers,BETA4_F_Crackers,BETA4_R_Crackers,BETA4_worst_shortage_Crackers,BETA4_weighted_shortage_loss_Crackers,BETA6_policy_label,BETA6_T_COST,BETA6_worst_total_shortage,BETA6_worst_shortage_penalty,BETA6_normalized_shortage_value,BETA6_budget_usage,BETA6_worst_scenario,BETA6_C_Q,BETA6_C_F,BETA6_C_R,BETA6_Q_Water,BETA6_F_Water,BETA6_R_Water,BETA6_worst_shortage_Water,BETA6_weighted_shortage_loss_Water,BETA6_Q_Vaccine,BETA6_F_Vaccine,BETA6_R_Vaccine,BETA6_worst_shortage_Vaccine,BETA6_weighted_shortage_loss_Vaccine,BETA6_Q_Crackers,BETA6_F_Crackers,BETA6_R_Crackers,BETA6_worst_shortage_Crackers,BETA6_weighted_shortage_loss_Crackers,policy_transition_BETA2_BETA4,delta_T_COST_BETA2_BETA4,delta_worst_total_shortage_BETA2_BETA4,delta_worst_shortage_penalty_BETA2_BETA4,delta_normalized_shortage_value_BETA2_BETA4,R_transition_Water_BETA2_BETA4,R_transition_Vaccine_BETA2_BETA4,R_transition_Crackers_BETA2_BETA4,policy_transition_BETA4_BETA6,delta_T_COST_BETA4_BETA6,delta_worst_total_shortage_BETA4_BETA6,delta_worst_shortage_penalty_BETA4_BETA6,delta_normalized_shortage_value_BETA4_BETA6,R_transition_Water_BETA4_BETA6,R_transition_Vaccine_BETA4_BETA6,R_transition_Crackers_BETA4_BETA6,row_sha256
LA-0787,787,c07770a6a5daf4bfdff983037c9831ee79d17e09ffdffb14cdf87cb7e253a835,P4,584455361.5133754,1606428106.2172763,565317455.6579369,282658727.82896847,1.0,h09,0.0,1659824.8052207415,0.0,0.0,12303982.903852735,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,313667847.0944564,R0,1596870762.15289,299317455.6579377,P4,1149772817.1713123,1544953586.3709257,1130634911.3158739,282658727.82896847,1.0,h09,0.0,1659824.8052207415,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,398700814.7302376,R0,1524996242.3065393,571690591.3158754,P4,1715090272.8292491,1606428106.2172763,1695952366.9738107,282658727.82896847,1.0,h09,0.0,1659824.8052207415,0.0,0.0,12303982.903852735,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,313667847.0944564,R0,1596870762.15289,897952366.9738129,P4->P4,565317455.6579369,-61474519.84635067,565317455.6579369,0.0,R0->NONE,NONE->NONE,R0->R0,P4->P4,565317455.6579368,61474519.84635067,565317455.6579368,0.0,NONE->R0,NONE->NONE,R0->R0,a80d6428b8b6e10cb08c611728bbe898ea1d55ec6db509984d9ef601fd734a11
LA-0788,788,685234e4e9ac8d72f11ea72e8bc1159e58cbd33dc1a32ceadd2cc6f2cf231abc,P4,616435835.7747579,1777045233.0919166,597297929.9193194,298648964.9596597,1.0,h09,0.0,6716216.206156865,0.0,0.0,15174564.058581727,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,137901930.98687786,R0,1767487889.0275302,331297929.9193202,P4,1213733765.6940775,1715570713.2455657,1194595859.838639,298648964.95965976,0.9999999999999998,h09,0.0,6716216.206156864,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,242773518.06267154,R0,1695613369.1811793,635651539.8386405,P4,1811031695.613397,1777045233.0919166,1791893789.7579584,298648964.95965976,1.0,h09,0.0,6716216.206156865,0.0,0.0,15174564.058581727,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,137901930.98687786,R0,1767487889.0275302,993893789.7579607,P4->P4,597297929.9193196,-61474519.84635091,597297929.9193196,5.960464477539063e-08,R0->NONE,NONE->NONE,R0->R0,P4->P4,597297929.9193194,61474519.84635091,597297929.9193194,0.0,NONE->R0,NONE->NONE,R0->R0,bafe099db2be2e63844f32bc1e86df63f01652087a27125ebe8c084d3f35bff6
LA-0789,789,dd409690bb74eddb2067923113a702a5d5efd305aeab1ebf4a34374bda2af1e1,P4,615754607.3554997,1880812304.5954318,596616701.5000613,298308350.75003064,1.0,h09,0.0,4291308.084985451,560642.1804257416,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,1603070.123394555,R1,8412304.595431922,234131261.50006127,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1212371308.855561,1880812304.5954318,1193233403.0001225,298308350.75003064,1.0,h09,0.0,4291308.084985451,560642.1804257416,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1603070.123394555,R1,8412304.595431922,468262523.00012255,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1808988010.3556223,1711936332.0075257,1789850104.5001838,298308350.75003064,1.0,h09,0.0,4291308.084985451,560642.1804257416,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,238031624.38282788,R1,1691978987.9431393,951433624.500186,P4->P4,596616701.5000613,0.0,596616701.5000613,0.0,NONE->NONE,R1->R1,NONE->NONE,P4->P4,596616701.5000613,-168875972.58790612,596616701.5000613,0.0,NONE->NONE,R1->NONE,NONE->R1,e62bc727ffdb49059156ebe734fd93451770fe1614f06f8545a402b724d314c9
LA-0790,790,ffbebd5001c4d0038f37afa4b34f69df28a27732cd8e4b86163c2c654f09c93e,P4,617819384.4155645,1880886491.7562563,598681478.5601261,299340739.28006303,1.0,h09,0.0,7869157.529268373,3593223.5877753966,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,1342144.7599287543,R2,8486491.756256325,236196038.56012604,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1216500862.9756906,1880886491.7562563,1197362957.1202521,299340739.28006303,1.0,h09,0.0,7869157.529268373,3593223.5877753966,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,1342144.7599287543,R2,8486491.756256325,472392077.1202521,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1815182341.5358167,1880886491.7562563,1796044435.6803782,299340739.28006303,1.0,h09,0.0,7869157.529268373,3593223.5877753966,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,1342144.7599287543,R2,8486491.756256325,708588115.6803782,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,598681478.5601261,0.0,598681478.5601261,0.0,NONE->NONE,R2->R2,NONE->NONE,P4->P4,598681478.5601261,0.0,598681478.5601261,0.0,NONE->NONE,R2->R2,NONE->NONE,537c58c1723474c30c46d4ba5c0934ab96d9f75a8796ac5ec61f4d0ad7359bc0
LA-0791,791,974c0523ed42b48d695bec3664fbe5aa70e6485628d8c74806de9399eec7942c,P4,615557174.6610135,1710883020.5772748,596419268.805575,298209634.4027875,1.0,h09,0.0,7993058.559154082,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,211802815.97359008,R0,1690925676.5128884,316947108.8055758,P4,1211976443.4665885,1710883020.5772748,1192838537.61115,298209634.4027875,1.0,h09,0.0,7993058.559154082,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,211802815.97359008,R0,1690925676.5128884,633894217.6111516,P4,1808395712.2721636,1772357540.4236257,1789257806.4167252,298209634.4027875,1.0,h09,0.0,7993058.559154082,0.0,0.0,12875978.353883643,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,122816781.19114839,R0,1762800196.3592393,991257806.4167273,P4->P4,596419268.805575,0.0,596419268.805575,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,596419268.8055751,61474519.84635091,596419268.8055751,0.0,NONE->R0,NONE->NONE,R0->R0,08a54b47f1aaafc1f0a1d9f528fe66e36593b61ce022906ef034f0a04dd3a261
LA-0792,792,eca1094e8a93d953c7b9ca4d4c4f09c9bf1da2081e20536c4902dbcef0ff14d3,P5,628485439.9999993,1881957344.0643864,628485439.9999993,314242719.99999964,0.0,h09,0.0,0.0,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1239552632.3658717,1784443063.522439,1220414726.5104332,305103681.6276083,1.0,h09,0.0,5897054.954713495,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,186434292.49489686,R0,1764485719.4580526,661470406.5104347,P4,1849759995.6210883,1784443063.522439,1830622089.7656498,305103681.6276083,1.0,h09,0.0,5897054.954713495,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,186434292.49489686,R0,1764485719.4580526,992205609.7656521,P5->P4,611067192.3658724,-97514280.54194736,591929286.5104339,-9139038.372391343,NONE->NONE,NONE->NONE,NONE->R0,P4->P4,610207363.2552166,0.0,610207363.2552166,0.0,NONE->NONE,NONE->NONE,R0->R0,6aaf0b872b9ba0fcbdfc7d29ba6515bc195644f765fdf5847c32fb01e175905c
LA-0793,793,5baae0039e1476b3799f9656e10b5353f1dae7e8f21eb6a57a77d9b280a0a6ba,P4,614897611.899683,1870865565.7532425,595759706.0442445,297879853.02212226,1.0,h09,0.0,4093444.3720499678,0.0,0.0,19416054.0340069,R0,0.0,0.0,0.0,1291500.4873771532,R0,8865565.753242472,246746426.0442445,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1210657317.9439275,1880781512.8644814,1191519412.088489,297879853.02212226,1.0,h09,0.0,4093444.3720499678,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,2195192.510790941,R0,8381512.864481334,466548532.088489,0.0,0.0,NONE,1862000000.0,698026560.0,P4,1806417023.9881718,1707364226.5027413,1787279118.1327333,297879853.0221222,1.0,h09,0.0,4093444.3720499673,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,325952827.359867,R0,1687406882.438355,948862638.1327356,P4->P4,595759706.0442445,9915947.111238956,595759706.0442445,0.0,R0->NONE,R0->R0,NONE->NONE,P4->P4,595759706.0442443,-173417286.3617401,595759706.0442443,-5.960464477539063e-08,NONE->NONE,R0->NONE,NONE->R0,b75ce5b7a8448f628fd99fe86d72f0da22320be787e3aeec7032851f535c9867
LA-0794,794,d0d85f9cd66da153740509f79b919ee666f8bfe331d90a70e9bb78669a2f49b6,P4,627686355.6450942,1775592692.920855,608548449.7896557,304274224.89482784,1.0,h09,0.0,4885423.545170229,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,214146763.36272946,R0,1755635348.8564687,329076289.78965646,P4,1236234805.4347498,1775592692.920855,1217096899.5793114,304274224.89482784,1.0,h09,0.0,4885423.545170229,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,214146763.36272946,R0,1755635348.8564687,658152579.5793129,P4,1844783255.2244055,1775592692.920855,1825645349.368967,304274224.89482784,1.0,h09,0.0,4885423.545170229,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,214146763.36272946,R0,1755635348.8564687,987228869.3689693,P4->P4,608548449.7896557,0.0,608548449.7896557,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,608548449.7896557,0.0,608548449.7896557,0.0,NONE->NONE,NONE->NONE,R0->R0,c740994b3a758512d634a0ede331cc311cc0d1b4de199dd4f861eec265928aa4
LA-0795,795,1bd621fc53d7a860dcafa58d8063124d573a69bf2582be6d9cb20a37923fb75a,P4,604078380.240757,1649643186.9224703,584940474.3853185,292470237.19265926,1.0,h09,0.0,1702119.4526201414,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,631157212.2196549,R0,1629685842.858084,305468314.38531923,P4,1189018854.6260755,1649643186.9224703,1169880948.770637,292470237.19265926,1.0,h09,0.0,1702119.4526201414,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,631157212.2196549,R0,1629685842.858084,610936628.7706385,P4,1773959329.011394,1649643186.9224703,1754821423.1559556,292470237.19265926,1.0,h09,0.0,1702119.4526201414,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,631157212.2196549,R0,1629685842.858084,916404943.1559577,P4->P4,584940474.3853185,0.0,584940474.3853185,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,584940474.3853185,0.0,584940474.3853185,0.0,NONE->NONE,NONE->NONE,R0->R0,03a48b80b4c36bf9af79494cccbd8849f9c50f475bb808e76a082ecec22f5dce
LA-0796,796,779e6284d44a3658415e422f28cf8b3c5c70805e76037da02a6cd105161b0ad3,P4,621578303.0383034,1804480504.4509935,602440397.1828649,301220198.59143245,1.0,h09,0.0,5854590.837551169,0.0,0.0,15084698.876463221,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,97291723.764697,R0,1794923160.3866072,336440397.1828656,P4,1224018700.2211683,1743005984.6046429,1204880794.3657298,301220198.59143245,1.0,h09,0.0,5854590.837551169,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,201542251.53129143,R0,1723048640.5402565,645936474.3657314,P4,1826459097.404033,1804480504.4509935,1807321191.5485945,301220198.5914324,1.0,h09,0.0,5854590.837551169,0.0,0.0,15084698.876463221,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,97291723.76469702,R0,1794923160.3866072,1009321191.5485969,P4->P4,602440397.1828649,-61474519.84635067,602440397.1828649,0.0,R0->NONE,NONE->NONE,R0->R0,P4->P4,602440397.1828647,61474519.84635067,602440397.1828647,-5.960464477539063e-08,NONE->R0,NONE->NONE,R0->R0,5822ad85cfa8906e451d0f0ccaab38cf0253d0f918b070e462408ec473a96adf
LA-0797,797,8f7c6ae29d642bf5d4f78f54c33031c0ad82475f94c87de3039e65618b18f23a,P5,628485439.9999993,1881957344.0643864,628485439.9999993,314242719.99999964,0.0,h09,0.0,0.0,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1240409472.309592,1848203221.289512,1221271566.4541535,305317891.6135384,1.0,h09,0.0,8667647.60161476,0.0,0.0,24958424.52686314,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,56046356.79498054,R0,1838645877.2251256,689271566.4541551,P4,1851045255.5366685,1848203221.289512,1831907349.68123,305317891.6135383,1.0,h09,0.0,8667647.60161476,0.0,0.0,24958424.52686314,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,56046356.79498053,R0,1838645877.2251256,1033907349.6812325,P5->P4,611924032.3095927,-33754122.77487445,592786126.4541543,-8924828.386461258,NONE->R0,NONE->NONE,NONE->R0,P4->P4,610635783.2270765,0.0,610635783.2270765,-5.960464477539063e-08,R0->R0,NONE->NONE,R0->R0,4a9c7ea17ba988b22da4ae1072321a64c13c4c344e9a73eb76ce4741011b8dd9
LA-0798,798,b3066e2f289fd9405550c5f50b21b7917edd3dcb6b1ec139f1e93ba778d96dfe,P4,621511215.709501,1742648070.9853384,602373309.8540626,301186654.9270313,1.0,h09,0.0,2924.6727912153565,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,333909633.1290853,R0,1722690726.920952,322901149.8540633,P4,1223884525.5635636,1742648070.9853384,1204746619.708125,301186654.9270313,1.0,h09,0.0,2924.672791215356,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,333909633.12908524,R0,1722690726.920952,645802299.7081265,P4,1826257835.417626,1742648070.9853384,1807119929.5621874,301186654.9270312,1.0,h09,0.0,2924.672791215356,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,333909633.12908524,R0,1722690726.920952,968703449.5621897,P4->P4,602373309.8540626,0.0,602373309.8540626,0.0,NONE->NONE,NONE->NONE,R0->R0,P4->P4,602373309.8540623,0.0,602373309.8540623,-5.960464477539063e-08,NONE->NONE,NONE->NONE,R0->R0,3dd348cdd37e79bcf70096a7a21fd1f31ba7db1c223eda2ef05c78f1262a6985
LA-0799,799,2b823709ce852b2d6e351887370c0475a4e8be187eeb3c861d58db177f62805a,P4,616440140.2709495,1715593677.9072785,597302234.415511,298651117.2077555,1.0,h09,0.0,7870210.584157551,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,314985526.1578978,R0,1695636333.8428922,317830074.4155117,P4,1213742374.6864603,1777068197.7536294,1194604468.8310218,298651117.20775545,1.0,h09,0.0,7870210.584157551,0.0,0.0,19690894.939454768,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,178901524.31960437,R0,1767510853.689243,662604468.8310235,P4,1811044609.1019714,1777068197.7536294,1791906703.246533,298651117.2077555,1.0,h09,0.0,7870210.584157551,0.0,0.0,19690894.939454768,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,178901524.31960437,R0,1767510853.689243,993906703.2465351,P4->P4,597302234.4155108,61474519.84635091,597302234.4155108,-5.960464477539063e-08,NONE->R0,NONE->NONE,R0->R0,P4->P4,597302234.4155111,0.0,597302234.4155111,5.960464477539063e-08,R0->R0,NONE->NONE,R0->R0,336099ba262c12eff5508997a2d0443890cc8d17d8404235766200010ba41af4
LA-0800,800,ff13f8d0dba72ef747962df03f8dcb74640d3949112a9474ed7f575d1b65b818,P4,613978147.7586764,1702458848.0295951,594840241.9032379,297420120.95161897,1.0,h09,0.0,8807977.201382622,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,230715401.884526,R0,1682501503.9652088,315368081.9032387,P4,1208818389.6619143,1763933367.875946,1189680483.8064759,297420120.95161897,1.0,h09,0.0,8807977.20138262,0.0,0.0,13367466.762139332,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,138332685.04887038,R0,1754376023.8115597,657680483.8064774,P4,1803658631.5651524,1702458848.0295951,1784520725.709714,297420120.95161897,1.0,h09,0.0,8807977.201382622,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,230715401.884526,R0,1682501503.9652088,946104245.7097161,P4->P4,594840241.9032379,61474519.84635091,594840241.9032379,0.0,NONE->R0,NONE->NONE,R0->R0,P4->P4,594840241.903238,-61474519.84635091,594840241.903238,0.0,R0->NONE,NONE->NONE,R0->R0,803050dbca6c65611a0295d3fc8484c8f5628fb27f2afc7164dc852157ee4201
LA-0801,801,130a8d9f0997de4ffc8bbffec49a40055721c06682ace8ccfd95478fb4eb5ea8,P1,619550942.7892888,1871032759.3034582,600413036.9338503,300206518.46692514,1.0,h09,19137905.85543848,0.0,0.0,13919943.04435833,0.0,NONE,0.0,0.0,702133.653274666,0.0,NONE,9032759.303458259,251399756.93385026,0.0,0.0,NONE,1862000000.0,349013280.0,P1,1219963979.723139,1871032759.3034582,1200826073.8677006,300206518.46692514,1.0,h09,19137905.85543848,0.0,0.0,13919943.04435833,0.0,NONE,0.0,0.0,702133.653274666,0.0,NONE,9032759.303458259,502799513.8677005,0.0,0.0,NONE,1862000000.0,698026560.0,P1,1820377016.6569893,1871032759.3034582,1801239110.8015509,300206518.46692514,1.0,h09,19137905.85543848,0.0,0.0,13919943.04435833,0.0,NONE,0.0,0.0,702133.653274666,0.0,NONE,9032759.303458259,754199270.8015509,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P1->P1,600413036.9338503,0.0,600413036.9338503,0.0,NONE->NONE,NONE->NONE,NONE->NONE,P1->P1,600413036.9338503,0.0,600413036.9338503,0.0,NONE->NONE,NONE->NONE,NONE->NONE,85d361745f3def2823858fda2a8686b2ef242e5e34941b7a19a280f8e2becc41
LA-0802,802,08d200d068730669000640f9037f4ea66dcff16c72d21874b825ba042565721f,P4,623863951.627979,1871187725.128361,604726045.7725406,302363022.8862703,1.0,h09,0.0,5078928.578451205,0.0,0.0,12280877.45567742,R0,0.0,0.0,0.0,436465.85179093125,R0,9187725.1283609,255712765.77254054,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1228589997.4005196,1816674532.3515255,1209452091.5450811,302363022.8862703,1.0,h09,0.0,5078928.578451205,0.0,0.0,12280877.45567742,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,64808565.87198676,R0,1807117188.2871392,677452091.5450827,P4,1833316043.1730602,1880792526.2380745,1814178137.3176217,302363022.8862703,1.0,h09,0.0,5078928.578451206,0.0,0.0,385353.59988186037,R0,10073665.220320344,39148277.77920893,0.0,990125.7254183232,R0,8718861.017754298,727990019.5384129,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P4->P4,604726045.7725406,-54513192.77683544,604726045.7725406,0.0,R0->R0,R0->NONE,NONE->R0,P4->P4,604726045.7725406,64117993.886548996,604726045.7725406,0.0,R0->R0,NONE->R0,R0->NONE,0fa361101e0c010ff8d42a7cc96ca8f4188856476cc213ea206c1a9989894520
LA-0803,803,6fab487f0e10f651a0bddc12ba6823cef3f62e8a9cc929292030385a0f8776dd,P4,607743583.3394948,1870608522.4735577,588605677.4840564,294302838.7420282,1.0,h09,0.0,5717317.313129113,0.0,0.0,26111130.197971385,R0,0.0,0.0,0.0,2382192.701228183,R0,8608522.473557644,239592397.48405635,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1196349260.8235512,1669197194.064691,1177211354.9681127,294302838.7420282,0.9999999999999998,h09,0.0,5717317.313129113,0.0,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,534173843.99826574,R0,1649239850.0003047,618267034.9681143,P4,1784954938.3076074,1669197194.064691,1765817032.452169,294302838.7420282,0.9999999999999998,h09,0.0,5717317.313129113,0.0,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,534173843.99826574,R0,1649239850.0003047,927400552.4521712,P4->P4,588605677.4840564,-201411328.40886664,588605677.4840564,0.0,R0->NONE,R0->NONE,NONE->R0,P4->P4,588605677.4840562,0.0,588605677.4840562,0.0,NONE->NONE,NONE->NONE,R0->R0,b6025d5b67c46f049567469f65cf9e71d0e5884461999493dd7220244426b000
LA-0804,804,9ab69d62c2bfa3180d5e4cebce0d5f7b64074f26b8f1b63bebed584510dbdaf4,P4,614776573.4677861,1768193001.4072607,595638667.6123476,297819333.8061738,1.0,h09,0.0,2603392.1012462135,0.0,0.0,12888658.119535575,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,128098814.8325211,R0,1758635657.3428743,329638667.6123484,P4,1210415241.0801337,1768193001.4072607,1191277335.2246952,297819333.8061738,1.0,h09,0.0,2603392.1012462135,0.0,0.0,12888658.119535575,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,128098814.8325211,R0,1758635657.3428743,659277335.2246968,P4,1806053908.6924813,1768193001.4072607,1786916002.8370428,297819333.8061738,1.0,h09,0.0,2603392.1012462135,0.0,0.0,12888658.119535575,R0,0.0,0.0,0.0,0.0,NONE,9557344.06438629,797999999.9999977,0.0,128098814.8325211,R0,1758635657.3428743,988916002.837045,P4->P4,595638667.6123476,0.0,595638667.6123476,0.0,R0->R0,NONE->NONE,R0->R0,P4->P4,595638667.6123476,0.0,595638667.6123476,0.0,R0->R0,NONE->NONE,R0->R0,de657e8184d82daceb8a769cca1a662c9a97e7b70b028fcabe3df61ed8529845
LA-0805,805,f156cefb18635c4c57ed918a8d78e6812f4f02183bcb19658dc3c20c5a377907,P5,628485439.9999993,1881957344.0643864,628485439.9999993,314242719.99999964,0.0,h09,0.0,0.0,0.0,0.0,0.0,NONE,10400000.0,13472160.000000002,0.0,0.0,NONE,9557344.06438629,265999999.99999923,0.0,0.0,NONE,1862000000.0,349013280.0,P4,1239803426.433088,1785112061.7811255,1220665520.5776496,305166380.1444124,1.0,h09,0.0,3850349.2870012834,3128610.2633188013,0.0,0.0,NONE,10400000.0,26944320.000000004,0.0,0.0,NONE,9557344.06438629,531999999.99999845,0.0,110921239.17085753,R2,1765154717.7167392,661721200.5776511,P4,1850136186.7219129,1881305120.7347236,1830998280.8664744,305166380.1444124,1.0,h09,0.0,3850349.2870012843,3128610.2633188013,0.0,0.0,NONE,10400000.0,40416480.00000001,0.0,747020.5903343468,R2,8905120.734723512,743541960.8664744,0.0,0.0,NONE,1862000000.0,1047039839.9999999,P5->P4,611317986.4330888,-96845282.28326082,592180080.5776503,-9076339.855587244,NONE->NONE,NONE->NONE,NONE->R2,P4->P4,610332760.2888248,96193058.95359802,610332760.2888248,0.0,NONE->NONE,NONE->R2,R2->NONE,ed311e4db0361c578caf5bc5db489ada44fcb8afbda401e0d65cc5fab956d1a9
