cell,simulation_id,sample_index,input_sha256,baseline_T_COST_REF,treated_T_COST_REF,delta_T_COST_REF,baseline_reference_shortage_loss,treated_reference_shortage_loss,delta_reference_shortage_loss,baseline_first_stage_cost,treated_first_stage_cost,delta_first_stage_cost,baseline_C_Q,treated_C_Q,delta_C_Q,baseline_C_F,treated_C_F,delta_C_F,baseline_C_R,treated_C_R,delta_C_R,baseline_emergency_expenditure,treated_emergency_expenditure,delta_emergency_expenditure,T_COST_REF_direction,baseline_Q_Water,treated_Q_Water,delta_Q_Water,baseline_F_Water,treated_F_Water,delta_F_Water,baseline_shortage_Water,treated_shortage_Water,delta_shortage_Water,baseline_reference_shortage_loss_Water,treated_reference_shortage_loss_Water,delta_reference_shortage_loss_Water,R_transition_Water,baseline_Q_Vaccine,treated_Q_Vaccine,delta_Q_Vaccine,baseline_F_Vaccine,treated_F_Vaccine,delta_F_Vaccine,baseline_shortage_Vaccine,treated_shortage_Vaccine,delta_shortage_Vaccine,baseline_reference_shortage_loss_Vaccine,treated_reference_shortage_loss_Vaccine,delta_reference_shortage_loss_Vaccine,R_transition_Vaccine,baseline_Q_Crackers,treated_Q_Crackers,delta_Q_Crackers,baseline_F_Crackers,treated_F_Crackers,delta_F_Crackers,baseline_shortage_Crackers,treated_shortage_Crackers,delta_shortage_Crackers,baseline_reference_shortage_loss_Crackers,treated_reference_shortage_loss_Crackers,delta_reference_shortage_loss_Crackers,R_transition_Crackers,audit_row_sha256
E2D_LAMBDA_WATER,LA-0266,266,eab26d7ebf4c5345cb3622197d28a1aedea07a1f2294362c05938c5a511198f7,1181826527.8987134,1181826527.8987134,0.0,1162688622.0432749,1162688622.0432749,0.0,2307390.236913167,2307390.236913167,0.0,0.0,0.0,0.0,2307390.236913167,2307390.236913167,0.0,0.0,0.0,0.0,16830515.61852531,16830515.61852531,0.0,unchanged,0.0,0.0,0.0,17200295.366992086,17200295.366992086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,2000727.61821588,2000727.61821588,0.0,8347622.557546615,8347622.557546615,0.0,464662062.04327476,464662062.04327476,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,9c2e42c5b09be4ecad1f235f6108e1453dbe47e044f7e32bbd65faee01098b24
E2D_LAMBDA_VACCINE,LA-0266,266,eab26d7ebf4c5345cb3622197d28a1aedea07a1f2294362c05938c5a511198f7,1181826527.8987134,1181826527.8987134,0.0,1162688622.0432749,1162688622.0432749,0.0,2307390.236913167,2307390.236913167,0.0,0.0,0.0,0.0,2307390.236913167,2307390.236913167,0.0,0.0,0.0,0.0,16830515.61852531,16830515.61852531,0.0,unchanged,0.0,0.0,0.0,17200295.366992086,0.0,-17200295.366992086,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,2000727.61821588,2801290.373979086,800562.7557632062,8347622.557546615,7863569.668785476,-484052.88876113854,464662062.04327476,437717742.04327476,-26944320.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,4d9a2139524a7f38da859a5875311663d47dd216beb79082e6dda2bb905242bb
E2D_LAMBDA_CRACKERS,LA-0266,266,eab26d7ebf4c5345cb3622197d28a1aedea07a1f2294362c05938c5a511198f7,1181826527.8987134,1181826527.8987134,0.0,1162688622.0432749,1162688622.0432749,0.0,2307390.236913167,2307390.2369131674,4.656612873077393e-10,0.0,0.0,0.0,2307390.236913167,2307390.2369131674,4.656612873077393e-10,0.0,0.0,0.0,16830515.61852531,16830515.61852531,0.0,unchanged,0.0,0.0,0.0,17200295.366992086,0.0,-17200295.366992086,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,2000727.61821588,0.0,-2000727.61821588,8347622.557546615,9557344.06438629,1209721.506839675,464662062.04327476,531999999.99999845,67337937.95672369,R0->NONE,0.0,0.0,0.0,0.0,415949176.7423492,415949176.7423492,1862000000.0,1610500165.5016973,-251499834.4983027,698026560.0,603744302.0432763,-94282257.95672369,NONE->R0,70213cd89c5583dd07d5d25fbb45cd4f504600258da7e64514da3c5801cd67c6
E2D_LAMBDA_WATER,LA-0267,267,6eae671f5585cb18e3e7c982f8cc203ebda7a751b2b05ca40208762b7e981b65,1195332935.9303405,1195332935.9303405,0.0,1176195030.074902,1176195030.074902,0.0,5280213.595195696,5280213.595195696,0.0,0.0,0.0,0.0,5280213.595195696,5280213.595195696,0.0,0.0,0.0,0.0,13857692.260242783,13857692.260242783,0.0,unchanged,0.0,0.0,0.0,17134720.413222045,17134720.413222045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,236585505.9984637,236585505.9984637,0.0,1718403302.589905,1718403302.589905,0.0,644195030.0749036,644195030.0749036,0.0,R0->R0,16fb8e85ae826c41845616281c105924bb983181f850b8840b4e28dbc6c1311b
E2D_LAMBDA_VACCINE,LA-0267,267,6eae671f5585cb18e3e7c982f8cc203ebda7a751b2b05ca40208762b7e981b65,1195332935.9303405,1195332935.9303405,0.0,1176195030.074902,1176195030.074902,0.0,5280213.595195696,5280213.595195696,0.0,0.0,0.0,0.0,5280213.595195696,5280213.595195696,0.0,0.0,0.0,0.0,13857692.260242783,13857692.26024278,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,17134720.413222045,0.0,-17134720.413222045,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,2390841.6235857955,2390841.6235857955,9557344.06438629,8106211.376740839,-1451132.6876454502,531999999.99999845,451224150.0749021,-80775849.92509633,NONE->R0,0.0,0.0,0.0,236585505.9984637,0.0,-236585505.9984637,1718403302.589905,1862000000.0,143596697.41009498,644195030.0749036,698026560.0,53831529.92509639,R0->NONE,f47eb02f95b9686a820498d19a7c7067187dc77af5daaf2148450729d13c504e
E2D_LAMBDA_CRACKERS,LA-0267,267,6eae671f5585cb18e3e7c982f8cc203ebda7a751b2b05ca40208762b7e981b65,1195332935.9303405,1195332935.9303405,0.0,1176195030.074902,1176195030.074902,0.0,5280213.595195696,5280213.595195696,0.0,0.0,0.0,0.0,5280213.595195696,5280213.595195696,0.0,0.0,0.0,0.0,13857692.260242783,13857692.260242783,0.0,unchanged,0.0,0.0,0.0,17134720.413222045,0.0,-17134720.413222045,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,236585505.9984637,355003756.22940606,118418250.23094237,1718403302.589905,1646528782.743554,-71874519.84635091,644195030.0749036,617250710.0749036,-26944320.0,R0->R0,ddcd83511405231b2f04ab30b62da22815d7e2a21bc2176f1254a371ce4c0762
E2D_LAMBDA_WATER,LA-0268,268,074b7731a42c2cd981411c89954570f913a3b46b63deacef6774fd61ccbe4819,1222267620.4113657,1222267620.4113657,0.0,1203129714.5559273,1203129714.5559273,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,14526039.914371157,14526039.914371157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,674902.1783365898,674902.1783365898,0.0,0.0,0.0,0.0,9074144.052815594,9074144.052815594,0.0,505103154.5559272,505103154.5559272,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,aaffbaa0c330c6bc006ac37396e228a9c49e39164c2b7d839d0d74c7f7984ea5
E2D_LAMBDA_VACCINE,LA-0268,268,074b7731a42c2cd981411c89954570f913a3b46b63deacef6774fd61ccbe4819,1222267620.4113657,1223202148.7132525,934528.301886797,1203129714.5559273,1204064242.857814,934528.301886797,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,14526039.914371157,0.0,-14526039.914371157,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,674902.1783365898,1327546.188640294,652644.0103037041,0.0,0.0,0.0,9074144.052815594,8606879.901872197,-467264.1509433966,505103154.5559272,479093362.857814,-26009791.698113203,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,b0a82143565894bc6a468c34b664c926df7dca533248fc1063f9874aa6c591c1
E2D_LAMBDA_CRACKERS,LA-0268,268,074b7731a42c2cd981411c89954570f913a3b46b63deacef6774fd61ccbe4819,1222267620.4113657,1224749317.9897416,2481697.5783758163,1203129714.5559273,1205611412.134303,2481697.5783758163,19137905.85543848,1459267.5153503404,-17678638.340088136,19137905.85543848,0.0,-19137905.85543848,0.0,1459267.5153503404,1459267.5153503404,0.0,0.0,0.0,0.0,17678638.340088136,17678638.340088136,worsened,14526039.914371157,0.0,-14526039.914371157,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,674902.1783365898,0.0,-674902.1783365898,0.0,0.0,0.0,9074144.052815594,9557344.06438629,483200.0115706958,505103154.5559272,531999999.99999845,26896845.444071233,NONE->NONE,0.0,0.0,0.0,0.0,404463329.1578919,404463329.1578919,1862000000.0,1724997578.2498524,-137002421.75014758,698026560.0,646667092.1343046,-51359467.86569536,NONE->R0,84061024f8d10d1d0222dad9a9bf86797d3ad9b03ceda5876d2926ee9e07a00f
E2D_LAMBDA_WATER,LA-0269,269,5fb884c2bccd04f62a96123efe36e4e4a5b59a4222d7158ec0e4b92a770a7605,1218034167.1316845,1218034167.1316845,0.0,1198896261.276246,1198896261.276246,0.0,10671968.376546094,10671968.376546096,1.862645149230957e-09,0.0,0.0,0.0,10671968.376546094,10671968.376546096,1.862645149230957e-09,0.0,0.0,0.0,8465937.478892382,8465937.478892382,0.0,unchanged,0.0,0.0,0.0,0.0,18464789.23631977,18464789.23631977,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,992932.8802446583,992932.8802446583,9557344.06438629,8998090.350608042,-559253.713778248,531999999.99999845,500869701.276246,-31130298.72375244,NONE->R0,0.0,0.0,0.0,275045859.4734206,0.0,-275045859.4734206,1707084777.198697,1862000000.0,154915222.8013029,639951941.2762475,698026560.0,58074618.7237525,R0->NONE,ad72ea2f221136bd6703cfcbce1a1893a594f27894a62076232313bb79d16584
E2D_LAMBDA_VACCINE,LA-0269,269,5fb884c2bccd04f62a96123efe36e4e4a5b59a4222d7158ec0e4b92a770a7605,1218034167.1316845,1218034167.1316845,0.0,1198896261.276246,1198896261.276246,0.0,10671968.376546094,10671968.376546094,0.0,0.0,0.0,0.0,10671968.376546094,10671968.376546094,0.0,0.0,0.0,0.0,8465937.478892382,8465937.478892382,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,1852349.6658414039,1852349.6658414039,9557344.06438629,8514037.461846903,-1043306.6025393866,531999999.99999845,473925381.276246,-58074618.72375244,NONE->R0,0.0,0.0,0.0,275045859.4734206,0.0,-275045859.4734206,1707084777.198697,1862000000.0,154915222.8013029,639951941.2762475,698026560.0,58074618.7237525,R0->NONE,a589aacbb2bd55b12523df7d7b76cded486db703e4f54b4e5879e6b76c51f8e6
E2D_LAMBDA_CRACKERS,LA-0269,269,5fb884c2bccd04f62a96123efe36e4e4a5b59a4222d7158ec0e4b92a770a7605,1218034167.1316845,1218034167.1316845,0.0,1198896261.276246,1198896261.276246,0.0,10671968.376546094,10671968.376546094,0.0,0.0,0.0,0.0,10671968.376546094,10671968.376546094,0.0,0.0,0.0,0.0,8465937.478892382,8465937.478892382,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,275045859.4734206,275045859.4734206,0.0,1707084777.198697,1707084777.198697,0.0,639951941.2762475,639951941.2762475,0.0,R0->R0,2769ec58b3cd1926db10ae987ba312ac11641f9c5e570e3cb264ce287846ca3b
E2D_LAMBDA_WATER,LA-0270,270,f76bdb11a90d1c3be166763110f448844a5fbdf90ca067cb1bd915a885c31dab,1220397779.541002,1220397779.541002,0.0,1201259873.6855636,1201259873.6855636,0.0,9175490.824547827,9175490.824547827,0.0,0.0,0.0,0.0,4805488.085513028,4805488.085513028,0.0,4370002.739034798,4370002.739034798,0.0,9962415.030890651,9962415.030890651,0.0,unchanged,0.0,0.0,0.0,11843849.191589188,11843849.191589188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R2->R2,0.0,0.0,0.0,588538.6053441497,588538.6053441497,0.0,9040552.487883797,9040552.487883797,0.0,503233313.6855637,503233313.6855637,0.0,R2->R2,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,0a98387cbe2b3a8ef4cd038b6bc49f4351a305f0df4b6c4f9214ec47774e772c
E2D_LAMBDA_VACCINE,LA-0270,270,f76bdb11a90d1c3be166763110f448844a5fbdf90ca067cb1bd915a885c31dab,1220397779.541002,1220397779.5410023,2.384185791015625e-07,1201259873.6855636,1201259873.6855638,2.384185791015625e-07,9175490.824547827,9175490.824547827,0.0,0.0,0.0,0.0,4805488.085513028,4805488.085513028,0.0,4370002.739034798,4370002.739034799,9.313225746154785e-10,9962415.030890651,9962415.030890653,1.862645149230957e-09,unchanged,0.0,0.0,0.0,11843849.191589188,0.0,-11843849.191589188,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R2->NONE,0.0,0.0,0.0,588538.6053441497,1139793.3568095362,551254.7514653865,9040552.487883797,8556499.599122658,-484052.88876113854,503233313.6855637,476288993.6855637,-26944320.0,R2->R2,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,3daf2a5b59f6fdbad8c0f22596db52138a1b2b6c18999aeb3254fd7f7ae31b18
E2D_LAMBDA_CRACKERS,LA-0270,270,f76bdb11a90d1c3be166763110f448844a5fbdf90ca067cb1bd915a885c31dab,1220397779.541002,1220397779.5410023,2.384185791015625e-07,1201259873.6855636,1201259873.6855638,2.384185791015625e-07,9175490.824547827,9175490.824547827,0.0,0.0,0.0,0.0,4805488.085513028,4805488.085513028,0.0,4370002.739034798,4370002.739034798,0.0,9962415.030890651,9962415.030890651,0.0,unchanged,0.0,0.0,0.0,11843849.191589188,0.0,-11843849.191589188,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R2->NONE,0.0,0.0,0.0,588538.6053441497,0.0,-588538.6053441497,9040552.487883797,9557344.06438629,516791.57650249265,503233313.6855637,531999999.99999845,28766686.314434767,R2->NONE,0.0,0.0,0.0,0.0,169242043.88990083,169242043.88990083,1862000000.0,1713389761.2184305,-148610238.78156948,698026560.0,642315553.6855652,-55711006.31443477,NONE->R2,b087e46c74c8b49a8b43500c64b095801de5b2499b72e6c18c4f5e4945c50a7b
E2D_LAMBDA_WATER,LA-0271,271,79d2cb046ece26ccc5350dfbd1328348ec31f81624fdbfe69cba00e4d822ea2e,1216512218.9720478,1216512218.9720476,-2.384185791015625e-07,1197374313.1166093,1197374313.116609,-2.384185791015625e-07,8516281.844112085,8516281.844112085,0.0,0.0,0.0,0.0,8019251.479114177,8019251.479114177,0.0,497030.3649979078,497030.3649979077,-5.820766091346741e-11,10621624.011326395,10621624.011326393,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,12355403.68447013,12355403.68447013,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R1,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,188865473.37527424,103477136.13208915,-85388337.24318509,1703024949.6281767,1774899469.4745274,71874519.84635067,638429993.1166109,665374313.1166108,26944319.99999988,R1->R1,9d16e7f3cf1fe6c20c3432a80a1958c0444b463cbab4dcda975625963b2d8418
E2D_LAMBDA_VACCINE,LA-0271,271,79d2cb046ece26ccc5350dfbd1328348ec31f81624fdbfe69cba00e4d822ea2e,1216512218.9720478,1216512218.9720478,0.0,1197374313.1166093,1197374313.1166093,0.0,8516281.844112085,8516281.844112085,0.0,0.0,0.0,0.0,8019251.479114177,8019251.479114178,9.313225746154785e-10,497030.3649979078,497030.3649979078,0.0,10621624.011326395,10621624.011326393,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,1271951.1472212346,1271951.1472212346,9557344.06438629,8486695.765963806,-1070648.2984224837,531999999.99999845,472403433.1166093,-59596566.883389175,NONE->R1,0.0,0.0,0.0,188865473.37527424,0.0,-188865473.37527424,1703024949.6281767,1862000000.0,158975050.3718233,638429993.1166109,698026560.0,59596566.883389115,R1->NONE,043f997ee2f7d516363dd7a7bb7ff758f59e53068d1891e649f12b1bb11cdc2a
E2D_LAMBDA_CRACKERS,LA-0271,271,79d2cb046ece26ccc5350dfbd1328348ec31f81624fdbfe69cba00e4d822ea2e,1216512218.9720478,1216512218.9720478,0.0,1197374313.1166093,1197374313.1166093,0.0,8516281.844112085,8516281.844112085,0.0,0.0,0.0,0.0,8019251.479114177,8019251.479114177,0.0,497030.3649979078,497030.3649979078,0.0,10621624.011326395,10621624.011326395,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,188865473.37527424,188865473.37527424,0.0,1703024949.6281767,1703024949.6281767,0.0,638429993.1166109,638429993.1166109,0.0,R1->R1,f34977a57609a0706aa193a6bbc7b40640891c5c6d0a560f54be7601e276d385
E2D_LAMBDA_WATER,LA-0272,272,fc2b4890bd66f8b7351daedf3e3b9c5ba4c9bc6879e49f3580a3e9610ba1c45c,1223022691.825772,1223022691.825772,0.0,1203884785.9703336,1203884785.9703336,0.0,9952474.624592869,9952474.62459287,1.862645149230957e-09,0.0,0.0,0.0,6077757.78614978,6077757.786149781,9.313225746154785e-10,3874716.838443089,3874716.8384430893,4.656612873077393e-10,9185431.23084561,9185431.230845608,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,12561812.118252821,12561812.118252821,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R2,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,171043846.67005062,84229018.36240709,-86814828.30764353,1720391767.9533052,1792266287.7996562,71874519.84635091,644940465.970335,671884785.9703351,26944320.00000012,R2->R2,bed1fded2af114610adadd22b559daa8f890cb89565a8d6998276fc08e1057e2
E2D_LAMBDA_VACCINE,LA-0272,272,fc2b4890bd66f8b7351daedf3e3b9c5ba4c9bc6879e49f3580a3e9610ba1c45c,1223022691.825772,1223022691.825772,0.0,1203884785.9703336,1203884785.9703336,0.0,9952474.624592869,9952474.624592867,-1.862645149230957e-09,0.0,0.0,0.0,6077757.78614978,6077757.786149779,-9.313225746154785e-10,3874716.838443089,3874716.8384430883,-4.656612873077393e-10,9185431.23084561,9185431.230845608,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,1151927.9469615652,1151927.9469615652,9557344.06438629,8603655.971010592,-953688.0933756977,531999999.99999845,478913905.9703336,-53086094.029664874,NONE->R2,0.0,0.0,0.0,171043846.67005062,0.0,-171043846.67005062,1720391767.9533052,1862000000.0,141608232.04669476,644940465.970335,698026560.0,53086094.02966499,R2->NONE,7235fe52c9540f6bcae2e07861fdbcdd56564e1aa4775b019c6b50b85320f739
E2D_LAMBDA_CRACKERS,LA-0272,272,fc2b4890bd66f8b7351daedf3e3b9c5ba4c9bc6879e49f3580a3e9610ba1c45c,1223022691.825772,1223022691.825772,0.0,1203884785.9703336,1203884785.9703336,0.0,9952474.624592869,9952474.624592869,0.0,0.0,0.0,0.0,6077757.78614978,6077757.78614978,0.0,3874716.838443089,3874716.838443089,0.0,9185431.23084561,9185431.23084561,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,171043846.67005062,171043846.67005062,0.0,1720391767.9533052,1720391767.9533052,0.0,644940465.970335,644940465.970335,0.0,R2->R2,a593ecc1a4bdebb8217c953820436f342952e3271d189e873961b687089d1b8e
E2D_LAMBDA_WATER,LA-0273,273,6e3027e413984f86afddb8861f666c4f7f39e3f7b8fc8923bc2837cef8f6b96c,1148391122.304724,1148391122.304724,0.0,1129253216.4492855,1129253216.4492855,0.0,820514.979272036,820514.9792720361,1.1641532182693481e-10,0.0,0.0,0.0,820514.979272036,820514.9792720361,1.1641532182693481e-10,0.0,0.0,0.0,18317390.876166444,18317390.87616644,-3.725290298461914e-09,unchanged,0.0,0.0,0.0,28029084.11250231,28029084.11250231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,4879179.8225497,4879179.822549701,9.313225746154785e-10,7746957.754550255,7746957.754550255,0.0,431226656.4492854,431226656.4492854,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,e852294a53b6db8d4a5b30ec7747b37bbfc1f0ba3a5516b0b58091e20e66127e
E2D_LAMBDA_VACCINE,LA-0273,273,6e3027e413984f86afddb8861f666c4f7f39e3f7b8fc8923bc2837cef8f6b96c,1148391122.304724,1148391122.304724,0.0,1129253216.4492855,1129253216.4492855,0.0,820514.979272036,820514.979272036,0.0,0.0,0.0,0.0,820514.979272036,820514.979272036,0.0,0.0,0.0,0.0,18317390.876166444,18317390.87616644,-3.725290298461914e-09,unchanged,0.0,0.0,0.0,28029084.11250231,0.0,-28029084.11250231,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,4879179.8225497,6183752.816202168,1304572.9936524685,7746957.754550255,7262904.865789117,-484052.8887611376,431226656.4492854,404282336.44928545,-26944319.99999994,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,ad13f21bed14037173f5c18adbfff13941a1b30e40407f51dede12b18cf19880
E2D_LAMBDA_CRACKERS,LA-0273,273,6e3027e413984f86afddb8861f666c4f7f39e3f7b8fc8923bc2837cef8f6b96c,1148391122.304724,1148391122.304724,0.0,1129253216.4492855,1129253216.4492855,0.0,820514.979272036,820514.9792720361,1.1641532182693481e-10,0.0,0.0,0.0,820514.979272036,820514.9792720361,1.1641532182693481e-10,0.0,0.0,0.0,18317390.876166444,18317390.87616644,-3.725290298461914e-09,unchanged,0.0,0.0,0.0,28029084.11250231,0.0,-28029084.11250231,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,4879179.8225497,0.0,-4879179.8225497,7746957.754550255,9557344.06438629,1810386.3098360347,431226656.4492854,531999999.99999845,100773343.55071306,R0->NONE,0.0,0.0,0.0,0.0,918193599.9815341,918193599.9815341,1862000000.0,1521310543.2386017,-340689456.7613983,698026560.0,570308896.4492869,-127717663.55071306,NONE->R0,84e8c30d393f990631c5471ca61ab76b881ac6527a7ad6ff6146557add3e2c59
E2D_LAMBDA_WATER,LA-0274,274,72e47053d3d43eff3113870b865c528ec5d4a597ac9794f41f912feeaf40401c,1227596928.6379309,1227596928.6379306,-2.384185791015625e-07,1208459022.7824924,1208459022.7824922,-2.384185791015625e-07,3893079.9981235377,3893079.9981235377,0.0,0.0,0.0,0.0,3893079.9981235377,3893079.9981235377,0.0,0.0,0.0,0.0,15244825.85731494,15244825.85731494,0.0,unchanged,0.0,0.0,0.0,0.0,14479936.015205411,14479936.015205411,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,180172677.9462426,80101673.28289917,-100071004.66334343,1732593637.3839467,1804468157.2302973,71874519.84635067,649514702.782494,676459022.7824938,26944319.99999988,R0->R0,e4a066597e686926af9cd8f355326c4658163f29cddcca6f3ff2e1082149bdcb
E2D_LAMBDA_VACCINE,LA-0274,274,72e47053d3d43eff3113870b865c528ec5d4a597ac9794f41f912feeaf40401c,1227596928.6379309,1227596928.6379309,0.0,1208459022.7824924,1208459022.7824924,0.0,3893079.9981235377,3893079.9981235373,-4.656612873077393e-10,0.0,0.0,0.0,3893079.9981235377,3893079.9981235373,-4.656612873077393e-10,0.0,0.0,0.0,15244825.85731494,15244825.85731494,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,1213407.8310665316,1213407.8310665316,9557344.06438629,8685831.826359808,-871512.2380264811,531999999.99999845,483488142.7824924,-48511857.21750605,NONE->R0,0.0,0.0,0.0,180172677.9462426,0.0,-180172677.9462426,1732593637.3839467,1862000000.0,129406362.61605334,649514702.782494,698026560.0,48511857.21750605,R0->NONE,c984573b942de7118657d3cdcf4702bb2c0446a06452b8a6b9649346db149bd9
E2D_LAMBDA_CRACKERS,LA-0274,274,72e47053d3d43eff3113870b865c528ec5d4a597ac9794f41f912feeaf40401c,1227596928.6379309,1227596928.6379309,0.0,1208459022.7824924,1208459022.7824924,0.0,3893079.9981235377,3893079.9981235377,0.0,0.0,0.0,0.0,3893079.9981235377,3893079.9981235377,0.0,0.0,0.0,0.0,15244825.85731494,15244825.85731494,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,180172677.9462426,180172677.9462426,0.0,1732593637.3839467,1732593637.3839467,0.0,649514702.782494,649514702.782494,0.0,R0->R0,c7c2389f1e92a9ffb14fa34cf19dde7a898388017135cd4b314b77cee1bf4681
